name(‘å•¶Žš),x,y,population(–œ),space(km^2),The population density
SEA,1,1,0,0,0
SEA,1,2,0,0,0
SEA,1,3,0,0,0
SEA,1,4,0,0,0
SEA,1,5,0,0,0
SEA,1,6,0,0,0
SEA,1,7,0,0,0
SEA,1,8,0,0,0
SEA,1,9,0,0,0
SEA,1,10,0,0,0
SEA,1,11,0,0,0
SEA,1,12,0,0,0
SEA,1,13,0,0,0
SEA,1,14,0,0,0
HOKKAIDO,1,15,529,78421,67.4
SEA,2,1,0,0,0
SEA,2,2,0,0,0
SEA,2,3,0,0,0
SEA,2,4,0,0,0
SEA,2,5,0,0,0
SEA,2,6,0,0,0
SEA,2,7,0,0,0
SEA,2,8,0,0,0
SEA,2,9,0,0,0
SEA,2,10,0,0,0
SEA,2,11,0,0,0
SEA,2,12,0,0,0
SEA,2,13,0,0,0
SEA,2,14,0,0,0
SEA,2,15,0,0,0
SEA,3,1,0,0,0
SEA,3,2,0,0,0
SEA,3,3,0,0,0
SEA,3,4,0,0,0
SEA,3,5,0,0,0
SEA,3,6,0,0,0
SEA,3,7,0,0,0
SEA,3,8,0,0,0
SEA,3,9,0,0,0
SEA,3,10,0,0,0
SEA,3,11,0,0,0
SEA,3,12,0,0,0
SEA,3,13,0,0,0
AOMORI,3,14,126,9646,131
SEA,3,15,0,0,0
SEA,3,1,0,0,0
SEA,3,2,0,0,0
SEA,4,3,0,0,0
SEA,4,4,0,0,0
SEA,4,5,0,0,0
SEA,4,6,0,0,0
SEA,4,7,0,0,0
SEA,4,8,0,0,0
SEA,4,9,0,0,0
SEA,4,10,0,0,0
SEA,4,11,0,0,0
SEA,4,12,0,0,0
SEA,4,13,0,0,0
AKITA,4,14,98,11638,84
IWATE,4,15,124,15275,81
SEA,4,1,0,0,0
SEA,5,2,0,0,0
SEA,5,3,0,0,0
SEA,5,4,0,0,0
SEA,5,5,0,0,0
SEA,5,6,0,0,0
SEA,5,7,0,0,0
SEA,5,8,0,0,0
SEA,5,9,0,0,0
SEA,5,10,0,0,0
SEA,5,11,0,0,0
SEA,5,12,0,0,0
SEA,5,13,0,0,0
YAMAGATA,5,14,109,9323,117
MIYAGI,5,15,231,7282,318
SEA,5,1,0,0,0
SEA,6,2,0,0,0
SEA,6,3,0,0,0
SEA,6,4,0,0,0
SEA,6,5,0,0,0
SEA,6,6,0,0,0
SEA,6,7,0,0,0
SEA,6,8,0,0,0
SEA,6,9,0,0,0
SEA,6,10,0,0,0
SEA,6,11,0,0,0
SEA,6,12,0,0,0
SEA,6,13,0,0,0
NIIGATA,6,14,224,12584,178
FUKUSHIMA,6,15,187,13784,135
SEA,6,1,0,0,0
SEA,7,2,0,0,0
SEA,7,3,0,0,0
SEA,7,4,0,0,0
SEA,7,5,0,0,0
SEA,7,6,0,0,0
SEA,7,7,0,0,0
SEA,7,8,0,0,0
SEA,7,9,0,0,0
FUKUI,7,10,77,4191,185
ISHIWA,7,11,114,4186,273
TOYAMA,7,12,105,4248,247
GUMMA,7,13,195,6362,306
TOCHIGI,7,14,195,6408,305
SEA,7,15,0,0,0
SEA,7,1,0,0,0
SEA,8,2,0,0,0
SEA,8,3,0,0,0
SEA,8,4,0,0,0
SEA,8,5,0,0,0
SHIMANE,8,6,68,6708,101
TOTTORI,8,7,56,3507,160
SEA,8,8,0,0,0
KYOTO,8,9,259,4612,562
SHIGA,8,10,142,4017,351
GIFU,8,11,200,10621,188
NAGANO,8,12,206,13561,152
YAMANASHI,8,13,82,4465,183
SAITAMA,8,14,732,5173,1457
IBARAKI,8,15,288,6097,472
SEA,8,1,0,0,0
SEA,9,2,0,0,0
SEA,9,3,0,0,0
SEA,9,4,0,0,0
YAMAGUCHI,9,5,137,6113,224
HIROSHIMA,9,6,282,8480,333
OKAYAMA,9,7,190,7114,267
HYOGO,9,8,548,8401,653
OSAKA,9,9,882,1905,4632
NARA,9,10,134,3691,363
MIE,9,11,179,5774,310
AICHI,9,12,754,5173,1457
SHIZUOKA,9,13,366,7777,470
TOKYO,9,14,1384,2194,6309
CHIBA,9,15,627,5158,1215
SEA,9,1,0,0,0
SEA,10,2,0,0,0
SEA,10,3,0,0,0
SEA,10,4,0,0,0
SEA,10,5,0,0,0
SEA,10,6,0,0,0
SEA,10,7,0,0,0
SEA,10,8,0,0,0
SEA,10,9,0,0,0
WAKAYAMA,10,10,93,4724,198
SEA,10,11,0,0,0
SEA,10,12,0,0,0
SEA,10,13,0,0,0
KANAGAWA,10,14,918,2416,3799
SEA,10,15,0,0,0
SEA,10,1,0,0,0
SAGA,11,2,82,2441,336
FUKUOKA,11,3,511,4986,1025
OITA,11,4,114,6341,180
SEA,11,5,0,0,0
EHIME,11,6,135,5676,238
KAWAGA,11,7,96,1877,513
SEA,11,8,0,0,0
SEA,11,9,0,0,0
SEA,11,10,0,0,0
SEA,11,11,0,0,0
SEA,11,12,0,0,0
SEA,11,13,0,0,0
SEA,11,14,0,0,0
SEA,11,15,0,0,0
SEA,11,1,0,0,0
NAGASAKI,12,2,134,4131,324
KUMAMOTO,12,3,176,7410,237
MIYAZAKI,12,4,108,7735,140
SEA,12,5,0,0,0
KOCHI,12,6,71,7104,99
TOKUSHIMA,12,7,74,4147,178
SEA,12,8,0,0,0
SEA,12,9,0,0,0
SEA,12,10,0,0,0
SEA,12,11,0,0,0
SEA,12,12,0,0,0
SEA,12,13,0,0,0
SEA,12,14,0,0,0
SEA,12,15,0,0,0
SEA,13,1,0,0,0
SEA,13,2,0,0,0
KAGOSHIMA,13,3,161,9187,176
SEA,13,4,0,0,0
SEA,13,5,0,0,0
SEA,13,6,0,0,0
SEA,13,7,0,0,0
SEA,13,8,0,0,0
SEA,13,9,0,0,0
SEA,13,10,0,0,0
SEA,13,11,0,0,0
SEA,13,12,0,0,0
SEA,13,13,0,0,0
SEA,13,14,0,0,0
SEA,13,15,0,0,0
SEA,14,1,0,0,0
SEA,14,2,0,0,0
SEA,14,3,0,0,0
SEA,14,4,0,0,0
SEA,14,5,0,0,0
SEA,14,6,0,0,0
SEA,14,7,0,0,0
SEA,14,8,0,0,0
SEA,14,9,0,0,0
SEA,14,10,0,0,0
SEA,14,11,0,0,0
SEA,14,12,0,0,0
SEA,14,13,0,0,0
SEA,14,14,0,0,0
SEA,14,15,0,0,0
OKINAWA,15,1,145,2281,635
SEA,15,2,0,0,0
SEA,15,3,0,0,0
SEA,15,4,0,0,0
SEA,15,5,0,0,0
SEA,15,6,0,0,0
SEA,15,7,0,0,0
SEA,15,8,0,0,0
SEA,15,9,0,0,0
SEA,15,10,0,0,0
SEA,15,11,0,0,0
SEA,15,12,0,0,0
SEA,15,13,0,0,0
SEA,15,14,0,0,0
SEA,15,15,0,0,0
